GameID,Date,home_team,away_team,home_score,away_score,winner,venue
BAL201104040,"April  4, 2011",Baltimore Orioles,Detroit Tigers,5,1,Baltimore Orioles,Oriole Park at Camden Yards
CHN201104040,"April  4, 2011",Chicago Cubs,Arizona Diamondbacks,4,1,Chicago Cubs,Wrigley Field
MIL201104040,"April  4, 2011",Milwaukee Brewers,Atlanta Braves,1,2,Atlanta Braves,Miller Park
NYA201104040,"April  4, 2011",New York Yankees,Minnesota Twins,4,3,New York Yankees,Yankee Stadium III
SLN201104040,"April  4, 2011",St. Louis Cardinals,Pittsburgh Pirates,3,4,Pittsburgh Pirates,Busch Stadium III
TEX201104040,"April  4, 2011",Texas Rangers,Seattle Mariners,6,4,Texas Rangers,Rangers Ballpark in Arlington
CHN201104050,"April  5, 2011",Chicago Cubs,Arizona Diamondbacks,6,5,Chicago Cubs,Wrigley Field
CIN201104050,"April  5, 2011",Cincinnati Reds,Houston Astros,8,2,Cincinnati Reds,Great American Ball Park
CLE201104050,"April  5, 2011",Cleveland Indians,Boston Red Sox,3,1,Cleveland Indians,Progressive Field
COL201104050,"April  5, 2011",Colorado Rockies,Los Angeles Dodgers,3,0,Colorado Rockies,Coors Field
FLO201104050,"April  5, 2011",Florida Marlins,Washington Nationals,3,2,Florida Marlins,Sun Life Stadium
KCA201104050,"April  5, 2011",Kansas City Royals,Chicago White Sox,7,6,Kansas City Royals,Kauffman Stadium
MIL201104050,"April  5, 2011",Milwaukee Brewers,Atlanta Braves,1,0,Milwaukee Brewers,Miller Park
NYA201104050,"April  5, 2011",New York Yankees,Minnesota Twins,4,5,Minnesota Twins,Yankee Stadium III
PHI201104050,"April  5, 2011",Philadelphia Phillies,New York Mets,1,7,New York Mets,Citizens Bank Park
SDN201104050,"April  5, 2011",San Diego Padres,San Francisco Giants,3,1,San Diego Padres,Petco Park
SLN201104050,"April  5, 2011",St. Louis Cardinals,Pittsburgh Pirates,3,2,St. Louis Cardinals,Busch Stadium III
TBA201104050,"April  5, 2011",Tampa Bay Rays,Los Angeles Angels of Anaheim,3,5,Los Angeles Angels of Anaheim,Tropicana Field
TEX201104050,"April  5, 2011",Texas Rangers,Seattle Mariners,3,2,Texas Rangers,Rangers Ballpark in Arlington
TOR201104050,"April  5, 2011",Toronto Blue Jays,Oakland Athletics,7,6,Toronto Blue Jays,Rogers Centre
BAL201104060,"April  6, 2011",Baltimore Orioles,Detroit Tigers,3,7,Detroit Tigers,Oriole Park at Camden Yards
CHN201104060,"April  6, 2011",Chicago Cubs,Arizona Diamondbacks,4,6,Arizona Diamondbacks,Wrigley Field
CIN201104060,"April  6, 2011",Cincinnati Reds,Houston Astros,12,4,Cincinnati Reds,Great American Ball Park
CLE201104060,"April  6, 2011",Cleveland Indians,Boston Red Sox,8,4,Cleveland Indians,Progressive Field
COL201104060,"April  6, 2011",Colorado Rockies,Los Angeles Dodgers,7,5,Colorado Rockies,Coors Field
FLO201104060,"April  6, 2011",Florida Marlins,Washington Nationals,7,4,Florida Marlins,Sun Life Stadium
KCA201104060,"April  6, 2011",Kansas City Royals,Chicago White Sox,7,10,Chicago White Sox,Kauffman Stadium
MIL201104060,"April  6, 2011",Milwaukee Brewers,Atlanta Braves,5,4,Milwaukee Brewers,Miller Park
PHI201104060,"April  6, 2011",Philadelphia Phillies,New York Mets,10,7,Philadelphia Phillies,Citizens Bank Park
SDN201104060,"April  6, 2011",San Diego Padres,San Francisco Giants,4,8,San Francisco Giants,Petco Park
SLN201104060,"April  6, 2011",St. Louis Cardinals,Pittsburgh Pirates,1,3,Pittsburgh Pirates,Busch Stadium III
TBA201104060,"April  6, 2011",Tampa Bay Rays,Los Angeles Angels of Anaheim,1,5,Los Angeles Angels of Anaheim,Tropicana Field
TEX201104060,"April  6, 2011",Texas Rangers,Seattle Mariners,7,3,Texas Rangers,Rangers Ballpark in Arlington
TOR201104060,"April  6, 2011",Toronto Blue Jays,Oakland Athletics,5,3,Toronto Blue Jays,Rogers Centre
BAL201104070,"April  7, 2011",Baltimore Orioles,Detroit Tigers,9,5,Baltimore Orioles,Oriole Park at Camden Yards
CHA201104070,"April  7, 2011",Chicago White Sox,Tampa Bay Rays,5,1,Chicago White Sox,U.S. Cellular Field
CIN201104070,"April  7, 2011",Cincinnati Reds,Houston Astros,2,3,Houston Astros,Great American Ball Park
CLE201104070,"April  7, 2011",Cleveland Indians,Boston Red Sox,1,0,Cleveland Indians,Progressive Field
FLO201104070,"April  7, 2011",Florida Marlins,Washington Nationals,3,5,Washington Nationals,Sun Life Stadium
MIL201104070,"April  7, 2011",Milwaukee Brewers,Atlanta Braves,4,2,Milwaukee Brewers,Miller Park
NYA201104070,"April  7, 2011",New York Yankees,Minnesota Twins,4,3,New York Yankees,Yankee Stadium III
PHI201104070,"April  7, 2011",Philadelphia Phillies,New York Mets,11,0,Philadelphia Phillies,Citizens Bank Park
PIT201104070,"April  7, 2011",Pittsburgh Pirates,Colorado Rockies,1,7,Colorado Rockies,PNC Park
TOR201104070,"April  7, 2011",Toronto Blue Jays,Oakland Athletics,1,2,Oakland Athletics,Rogers Centre
ANA201104080,"April  8, 2011",Los Angeles Angels of Anaheim,Toronto Blue Jays,2,3,Toronto Blue Jays,Angel Stadium of Anaheim
ARI201104080,"April  8, 2011",Arizona Diamondbacks,Cincinnati Reds,13,2,Arizona Diamondbacks,Chase Field
ATL201104080,"April  8, 2011",Atlanta Braves,Philadelphia Phillies,6,3,Atlanta Braves,Turner Field
BOS201104080,"April  8, 2011",Boston Red Sox,New York Yankees,9,6,Boston Red Sox,Fenway Park
CHA201104080,"April  8, 2011",Chicago White Sox,Tampa Bay Rays,7,9,Tampa Bay Rays,U.S. Cellular Field
DET201104080,"April  8, 2011",Detroit Tigers,Kansas City Royals,5,2,Detroit Tigers,Comerica Park
HOU201104080,"April  8, 2011",Houston Astros,Florida Marlins,3,4,Florida Marlins,Minute Maid Park
MIL201104080,"April  8, 2011",Milwaukee Brewers,Chicago Cubs,4,7,Chicago Cubs,Miller Park
MIN201104080,"April  8, 2011",Minnesota Twins,Oakland Athletics,2,1,Minnesota Twins,Target Field
NYN201104080,"April  8, 2011",New York Mets,Washington Nationals,2,6,Washington Nationals,Citi Field
PIT201104080,"April  8, 2011",Pittsburgh Pirates,Colorado Rockies,4,3,Pittsburgh Pirates,PNC Park
SDN201104080,"April  8, 2011",San Diego Padres,Los Angeles Dodgers,2,4,Los Angeles Dodgers,Petco Park
SEA201104080,"April  8, 2011",Seattle Mariners,Cleveland Indians,3,12,Cleveland Indians,Safeco Field
SFN201104080,"April  8, 2011",San Francisco Giants,St. Louis Cardinals,5,4,San Francisco Giants,AT&T Park
ANA201104090,"April  9, 2011",Los Angeles Angels of Anaheim,Toronto Blue Jays,6,5,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
ARI201104090,"April  9, 2011",Arizona Diamondbacks,Cincinnati Reds,1,6,Cincinnati Reds,Chase Field
ATL201104090,"April  9, 2011",Atlanta Braves,Philadelphia Phillies,2,10,Philadelphia Phillies,Turner Field
BAL201104091,"April  9, 2011",Baltimore Orioles,Texas Rangers,5,0,Baltimore Orioles,Oriole Park at Camden Yards
BAL201104092,"April  9, 2011",Baltimore Orioles,Texas Rangers,1,13,Texas Rangers,Oriole Park at Camden Yards
BOS201104090,"April  9, 2011",Boston Red Sox,New York Yankees,4,9,New York Yankees,Fenway Park
CHA201104090,"April  9, 2011",Chicago White Sox,Tampa Bay Rays,4,2,Chicago White Sox,U.S. Cellular Field
DET201104090,"April  9, 2011",Detroit Tigers,Kansas City Royals,1,3,Kansas City Royals,Comerica Park
HOU201104090,"April  9, 2011",Houston Astros,Florida Marlins,5,7,Florida Marlins,Minute Maid Park
MIL201104090,"April  9, 2011",Milwaukee Brewers,Chicago Cubs,6,0,Milwaukee Brewers,Miller Park
MIN201104090,"April  9, 2011",Minnesota Twins,Oakland Athletics,0,1,Oakland Athletics,Target Field
NYN201104090,"April  9, 2011",New York Mets,Washington Nationals,8,4,New York Mets,Citi Field
PIT201104090,"April  9, 2011",Pittsburgh Pirates,Colorado Rockies,4,6,Colorado Rockies,PNC Park
SDN201104090,"April  9, 2011",San Diego Padres,Los Angeles Dodgers,0,4,Los Angeles Dodgers,Petco Park
SEA201104090,"April  9, 2011",Seattle Mariners,Cleveland Indians,1,2,Cleveland Indians,Safeco Field
SFN201104090,"April  9, 2011",San Francisco Giants,St. Louis Cardinals,3,2,San Francisco Giants,AT&T Park
ANA201104100,"April 10, 2011",Los Angeles Angels of Anaheim,Toronto Blue Jays,3,1,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
ARI201104100,"April 10, 2011",Arizona Diamondbacks,Cincinnati Reds,10,8,Arizona Diamondbacks,Chase Field
ATL201104100,"April 10, 2011",Atlanta Braves,Philadelphia Phillies,0,3,Philadelphia Phillies,Turner Field
BAL201104100,"April 10, 2011",Baltimore Orioles,Texas Rangers,0,3,Texas Rangers,Oriole Park at Camden Yards
BOS201104100,"April 10, 2011",Boston Red Sox,New York Yankees,4,0,Boston Red Sox,Fenway Park
CHA201104100,"April 10, 2011",Chicago White Sox,Tampa Bay Rays,6,1,Chicago White Sox,U.S. Cellular Field
DET201104100,"April 10, 2011",Detroit Tigers,Kansas City Royals,5,9,Kansas City Royals,Comerica Park
HOU201104100,"April 10, 2011",Houston Astros,Florida Marlins,7,1,Houston Astros,Minute Maid Park
MIL201104100,"April 10, 2011",Milwaukee Brewers,Chicago Cubs,6,5,Milwaukee Brewers,Miller Park
MIN201104100,"April 10, 2011",Minnesota Twins,Oakland Athletics,3,5,Oakland Athletics,Target Field
NYN201104100,"April 10, 2011",New York Mets,Washington Nationals,3,7,Washington Nationals,Citi Field
PIT201104100,"April 10, 2011",Pittsburgh Pirates,Colorado Rockies,5,6,Colorado Rockies,PNC Park
SDN201104100,"April 10, 2011",San Diego Padres,Los Angeles Dodgers,7,2,San Diego Padres,Petco Park
SEA201104100,"April 10, 2011",Seattle Mariners,Cleveland Indians,4,6,Cleveland Indians,Safeco Field
SFN201104100,"April 10, 2011",San Francisco Giants,St. Louis Cardinals,1,6,St. Louis Cardinals,AT&T Park
ANA201104110,"April 11, 2011",Los Angeles Angels of Anaheim,Cleveland Indians,0,4,Cleveland Indians,Angel Stadium of Anaheim
ARI201104110,"April 11, 2011",Arizona Diamondbacks,St. Louis Cardinals,2,8,St. Louis Cardinals,Chase Field
BOS201104110,"April 11, 2011",Boston Red Sox,Tampa Bay Rays,5,16,Tampa Bay Rays,Fenway Park
CHA201104110,"April 11, 2011",Chicago White Sox,Oakland Athletics,1,2,Oakland Athletics,U.S. Cellular Field
DET201104110,"April 11, 2011",Detroit Tigers,Texas Rangers,0,2,Texas Rangers,Comerica Park
HOU201104110,"April 11, 2011",Houston Astros,Chicago Cubs,4,5,Chicago Cubs,Minute Maid Park
NYN201104110,"April 11, 2011",New York Mets,Colorado Rockies,6,7,Colorado Rockies,Citi Field
SDN201104110,"April 11, 2011",San Diego Padres,Cincinnati Reds,2,3,Cincinnati Reds,Petco Park
SEA201104110,"April 11, 2011",Seattle Mariners,Toronto Blue Jays,8,7,Seattle Mariners,Safeco Field
SFN201104110,"April 11, 2011",San Francisco Giants,Los Angeles Dodgers,1,6,Los Angeles Dodgers,AT&T Park
ANA201104120,"April 12, 2011",Los Angeles Angels of Anaheim,Cleveland Indians,2,0,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
ARI201104120,"April 12, 2011",Arizona Diamondbacks,St. Louis Cardinals,13,8,Arizona Diamondbacks,Chase Field
ATL201104120,"April 12, 2011",Atlanta Braves,Florida Marlins,5,0,Atlanta Braves,Turner Field
BOS201104120,"April 12, 2011",Boston Red Sox,Tampa Bay Rays,2,3,Tampa Bay Rays,Fenway Park
CHA201104120,"April 12, 2011",Chicago White Sox,Oakland Athletics,6,5,Chicago White Sox,U.S. Cellular Field
DET201104120,"April 12, 2011",Detroit Tigers,Texas Rangers,5,4,Detroit Tigers,Comerica Park
HOU201104120,"April 12, 2011",Houston Astros,Chicago Cubs,11,2,Houston Astros,Minute Maid Park
MIN201104120,"April 12, 2011",Minnesota Twins,Kansas City Royals,4,3,Minnesota Twins,Target Field
SDN201104120,"April 12, 2011",San Diego Padres,Cincinnati Reds,2,8,Cincinnati Reds,Petco Park
SEA201104120,"April 12, 2011",Seattle Mariners,Toronto Blue Jays,3,2,Seattle Mariners,Safeco Field
SFN201104120,"April 12, 2011",San Francisco Giants,Los Angeles Dodgers,5,4,San Francisco Giants,AT&T Park
WAS201104120,"April 12, 2011",Washington Nationals,Philadelphia Phillies,7,4,Washington Nationals,Nationals Park
ANA201104130,"April 13, 2011",Los Angeles Angels of Anaheim,Cleveland Indians,4,3,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
ARI201104130,"April 13, 2011",Arizona Diamondbacks,St. Louis Cardinals,5,15,St. Louis Cardinals,Chase Field
ATL201104130,"April 13, 2011",Atlanta Braves,Florida Marlins,1,5,Florida Marlins,Turner Field
CHA201104130,"April 13, 2011",Chicago White Sox,Oakland Athletics,4,7,Oakland Athletics,U.S. Cellular Field
DET201104130,"April 13, 2011",Detroit Tigers,Texas Rangers,3,2,Detroit Tigers,Comerica Park
HOU201104130,"April 13, 2011",Houston Astros,Chicago Cubs,5,9,Chicago Cubs,Minute Maid Park
MIN201104130,"April 13, 2011",Minnesota Twins,Kansas City Royals,5,10,Kansas City Royals,Target Field
NYA201104130,"April 13, 2011",New York Yankees,Baltimore Orioles,7,4,New York Yankees,Yankee Stadium III
NYN201104130,"April 13, 2011",New York Mets,Colorado Rockies,4,5,Colorado Rockies,Citi Field
PIT201104130,"April 13, 2011",Pittsburgh Pirates,Milwaukee Brewers,0,6,Milwaukee Brewers,PNC Park
SDN201104130,"April 13, 2011",San Diego Padres,Cincinnati Reds,3,2,San Diego Padres,Petco Park
SEA201104130,"April 13, 2011",Seattle Mariners,Toronto Blue Jays,3,8,Toronto Blue Jays,Safeco Field
SFN201104130,"April 13, 2011",San Francisco Giants,Los Angeles Dodgers,4,3,San Francisco Giants,AT&T Park
WAS201104130,"April 13, 2011",Washington Nationals,Philadelphia Phillies,2,3,Philadelphia Phillies,Nationals Park
ATL201104140,"April 14, 2011",Atlanta Braves,Florida Marlins,5,6,Florida Marlins,Turner Field
HOU201104140,"April 14, 2011",Houston Astros,San Diego Padres,1,0,Houston Astros,Minute Maid Park
KCA201104140,"April 14, 2011",Kansas City Royals,Seattle Mariners,5,1,Kansas City Royals,Kauffman Stadium
LAN201104140,"April 14, 2011",Los Angeles Dodgers,St. Louis Cardinals,5,9,St. Louis Cardinals,Dodger Stadium
NYA201104140,"April 14, 2011",New York Yankees,Baltimore Orioles,6,5,New York Yankees,Yankee Stadium III
NYN201104141,"April 14, 2011",New York Mets,Colorado Rockies,5,6,Colorado Rockies,Citi Field
NYN201104142,"April 14, 2011",New York Mets,Colorado Rockies,4,9,Colorado Rockies,Citi Field
OAK201104140,"April 14, 2011",Oakland Athletics,Detroit Tigers,0,3,Detroit Tigers,O.co Coliseum
PIT201104140,"April 14, 2011",Pittsburgh Pirates,Milwaukee Brewers,1,4,Milwaukee Brewers,PNC Park
TBA201104140,"April 14, 2011",Tampa Bay Rays,Minnesota Twins,4,3,Tampa Bay Rays,Tropicana Field
WAS201104140,"April 14, 2011",Washington Nationals,Philadelphia Phillies,0,4,Philadelphia Phillies,Nationals Park
ARI201104150,"April 15, 2011",Arizona Diamondbacks,San Francisco Giants,2,5,San Francisco Giants,Chase Field
BOS201104150,"April 15, 2011",Boston Red Sox,Toronto Blue Jays,6,7,Toronto Blue Jays,Fenway Park
CHA201104150,"April 15, 2011",Chicago White Sox,Los Angeles Angels of Anaheim,3,4,Los Angeles Angels of Anaheim,U.S. Cellular Field
CIN201104150,"April 15, 2011",Cincinnati Reds,Pittsburgh Pirates,1,6,Pittsburgh Pirates,Great American Ball Park
CLE201104150,"April 15, 2011",Cleveland Indians,Baltimore Orioles,8,2,Cleveland Indians,Progressive Field
COL201104150,"April 15, 2011",Colorado Rockies,Chicago Cubs,5,0,Colorado Rockies,Coors Field
HOU201104150,"April 15, 2011",Houston Astros,San Diego Padres,2,4,San Diego Padres,Minute Maid Park
KCA201104150,"April 15, 2011",Kansas City Royals,Seattle Mariners,6,5,Kansas City Royals,Kauffman Stadium
LAN201104150,"April 15, 2011",Los Angeles Dodgers,St. Louis Cardinals,2,11,St. Louis Cardinals,Dodger Stadium
NYA201104150,"April 15, 2011",New York Yankees,Texas Rangers,3,5,Texas Rangers,Yankee Stadium III
OAK201104150,"April 15, 2011",Oakland Athletics,Detroit Tigers,4,8,Detroit Tigers,O.co Coliseum
PHI201104150,"April 15, 2011",Philadelphia Phillies,Florida Marlins,3,4,Florida Marlins,Citizens Bank Park
TBA201104150,"April 15, 2011",Tampa Bay Rays,Minnesota Twins,5,2,Tampa Bay Rays,Tropicana Field
WAS201104150,"April 15, 2011",Washington Nationals,Milwaukee Brewers,4,3,Washington Nationals,Nationals Park
ARI201104160,"April 16, 2011",Arizona Diamondbacks,San Francisco Giants,3,5,San Francisco Giants,Chase Field
ATL201104161,"April 16, 2011",Atlanta Braves,New York Mets,4,2,Atlanta Braves,Turner Field
ATL201104162,"April 16, 2011",Atlanta Braves,New York Mets,4,0,Atlanta Braves,Turner Field
BOS201104160,"April 16, 2011",Boston Red Sox,Toronto Blue Jays,4,1,Boston Red Sox,Fenway Park
CHA201104160,"April 16, 2011",Chicago White Sox,Los Angeles Angels of Anaheim,2,7,Los Angeles Angels of Anaheim,U.S. Cellular Field
CIN201104160,"April 16, 2011",Cincinnati Reds,Pittsburgh Pirates,11,2,Cincinnati Reds,Great American Ball Park
CLE201104160,"April 16, 2011",Cleveland Indians,Baltimore Orioles,8,3,Cleveland Indians,Progressive Field
COL201104160,"April 16, 2011",Colorado Rockies,Chicago Cubs,3,8,Chicago Cubs,Coors Field
HOU201104160,"April 16, 2011",Houston Astros,San Diego Padres,5,3,Houston Astros,Minute Maid Park
KCA201104160,"April 16, 2011",Kansas City Royals,Seattle Mariners,7,0,Kansas City Royals,Kauffman Stadium
LAN201104160,"April 16, 2011",Los Angeles Dodgers,St. Louis Cardinals,2,9,St. Louis Cardinals,Dodger Stadium
NYA201104160,"April 16, 2011",New York Yankees,Texas Rangers,5,2,New York Yankees,Yankee Stadium III
OAK201104160,"April 16, 2011",Oakland Athletics,Detroit Tigers,6,2,Oakland Athletics,O.co Coliseum
TBA201104160,"April 16, 2011",Tampa Bay Rays,Minnesota Twins,4,3,Tampa Bay Rays,Tropicana Field
ARI201104170,"April 17, 2011",Arizona Diamondbacks,San Francisco Giants,6,5,Arizona Diamondbacks,Chase Field
ATL201104170,"April 17, 2011",Atlanta Braves,New York Mets,2,3,New York Mets,Turner Field
BOS201104170,"April 17, 2011",Boston Red Sox,Toronto Blue Jays,8,1,Boston Red Sox,Fenway Park
CHA201104170,"April 17, 2011",Chicago White Sox,Los Angeles Angels of Anaheim,2,4,Los Angeles Angels of Anaheim,U.S. Cellular Field
CIN201104170,"April 17, 2011",Cincinnati Reds,Pittsburgh Pirates,6,7,Pittsburgh Pirates,Great American Ball Park
CLE201104170,"April 17, 2011",Cleveland Indians,Baltimore Orioles,4,2,Cleveland Indians,Progressive Field
COL201104170,"April 17, 2011",Colorado Rockies,Chicago Cubs,9,5,Colorado Rockies,Coors Field
HOU201104170,"April 17, 2011",Houston Astros,San Diego Padres,6,8,San Diego Padres,Minute Maid Park
KCA201104170,"April 17, 2011",Kansas City Royals,Seattle Mariners,2,3,Seattle Mariners,Kauffman Stadium
LAN201104170,"April 17, 2011",Los Angeles Dodgers,St. Louis Cardinals,2,1,Los Angeles Dodgers,Dodger Stadium
NYA201104170,"April 17, 2011",New York Yankees,Texas Rangers,6,5,New York Yankees,Yankee Stadium III
OAK201104170,"April 17, 2011",Oakland Athletics,Detroit Tigers,5,1,Oakland Athletics,O.co Coliseum
PHI201104170,"April 17, 2011",Philadelphia Phillies,Florida Marlins,3,2,Philadelphia Phillies,Citizens Bank Park
TBA201104170,"April 17, 2011",Tampa Bay Rays,Minnesota Twins,2,4,Minnesota Twins,Tropicana Field
PHI201104180,"April 18, 2011",Philadelphia Phillies,Milwaukee Brewers,3,6,Milwaukee Brewers,Citizens Bank Park
KCA201104180,"April 18, 2011",Kansas City Royals,Cleveland Indians,3,7,Cleveland Indians,Kauffman Stadium
LAN201104180,"April 18, 2011",Los Angeles Dodgers,Atlanta Braves,4,2,Los Angeles Dodgers,Dodger Stadium
CHN201104180,"April 18, 2011",Chicago Cubs,San Diego Padres,1,0,Chicago Cubs,Wrigley Field
BOS201104180,"April 18, 2011",Boston Red Sox,Toronto Blue Jays,9,1,Boston Red Sox,Fenway Park
COL201104180,"April 18, 2011",Colorado Rockies,San Francisco Giants,1,8,San Francisco Giants,Coors Field
TEX201104180,"April 18, 2011",Texas Rangers,Los Angeles Angels of Anaheim,7,1,Texas Rangers,Rangers Ballpark in Arlington
WAS201104171,"April 17, 2011",Washington Nationals,Milwaukee Brewers,8,4,Washington Nationals,Nationals Park
SEA201104180,"April 18, 2011",Seattle Mariners,Detroit Tigers,3,8,Detroit Tigers,Safeco Field
WAS201104172,"April 17, 2011",Washington Nationals,Milwaukee Brewers,5,1,Washington Nationals,Nationals Park
BAL201104180,"April 18, 2011",Baltimore Orioles,Minnesota Twins,3,5,Minnesota Twins,Oriole Park at Camden Yards
FLO201104190,"April 19, 2011",Florida Marlins,Pittsburgh Pirates,6,0,Florida Marlins,Sun Life Stadium
TBA201104180,"April 18, 2011",Tampa Bay Rays,Chicago White Sox,5,0,Tampa Bay Rays,Tropicana Field
CIN201104180,"April 18, 2011",Cincinnati Reds,Pittsburgh Pirates,3,9,Pittsburgh Pirates,Great American Ball Park
CIN201104190,"April 19, 2011",Cincinnati Reds,Arizona Diamondbacks,4,5,Arizona Diamondbacks,Great American Ball Park
BAL201104190,"April 19, 2011",Baltimore Orioles,Minnesota Twins,11,0,Baltimore Orioles,Oriole Park at Camden Yards
PHI201104190,"April 19, 2011",Philadelphia Phillies,Milwaukee Brewers,0,9,Milwaukee Brewers,Citizens Bank Park
COL201104190,"April 19, 2011",Colorado Rockies,San Francisco Giants,3,6,San Francisco Giants,Coors Field
TBA201104190,"April 19, 2011",Tampa Bay Rays,Chicago White Sox,2,1,Tampa Bay Rays,Tropicana Field
