GameID,Date,home_team,away_team,home_score,away_score,winner,venue
MIN201304030,"April  3, 2013",Minnesota Twins,Detroit Tigers,3,2,Minnesota Twins,Target Field
MIL201304030,"April  3, 2013",Milwaukee Brewers,Colorado Rockies,3,7,Colorado Rockies,Miller Park
ATL201304040,"April  4, 2013",Atlanta Braves,Philadelphia Phillies,0,2,Philadelphia Phillies,Turner Field
LAN201304030,"April  3, 2013",Los Angeles Dodgers,San Francisco Giants,3,5,San Francisco Giants,Dodger Stadium
HOU201304030,"April  3, 2013",Houston Astros,Texas Rangers,0,4,Texas Rangers,Minute Maid Park
NYA201304030,"April  3, 2013",New York Yankees,Boston Red Sox,4,7,Boston Red Sox,Yankee Stadium III
WAS201304030,"April  3, 2013",Washington Nationals,Miami Marlins,3,0,Washington Nationals,Nationals Park
OAK201304040,"April  4, 2013",Oakland Athletics,Seattle Mariners,8,2,Oakland Athletics,O.co Coliseum
MIN201304040,"April  4, 2013",Minnesota Twins,Detroit Tigers,8,2,Minnesota Twins,Target Field
OAK201304030,"April  3, 2013",Oakland Athletics,Seattle Mariners,6,2,Oakland Athletics,O.co Coliseum
CIN201304040,"April  4, 2013",Cincinnati Reds,Los Angeles Angels of Anaheim,5,4,Cincinnati Reds,Great American Ball Park
TOR201304030,"April  3, 2013",Toronto Blue Jays,Cleveland Indians,2,3,Cleveland Indians,Rogers Centre
NYN201304040,"April  4, 2013",New York Mets,San Diego Padres,1,2,San Diego Padres,Citi Field
TBA201304030,"April  3, 2013",Tampa Bay Rays,Baltimore Orioles,8,7,Tampa Bay Rays,Tropicana Field
ATL201304050,"April  5, 2013",Atlanta Braves,Chicago Cubs,4,1,Atlanta Braves,Turner Field
TOR201304040,"April  4, 2013",Toronto Blue Jays,Cleveland Indians,10,8,Toronto Blue Jays,Rogers Centre
NYA201304040,"April  4, 2013",New York Yankees,Boston Red Sox,4,2,New York Yankees,Yankee Stadium III
CHA201304050,"April  5, 2013",Chicago White Sox,Seattle Mariners,7,8,Seattle Mariners,U.S. Cellular Field
PIT201304040,"April  4, 2013",Pittsburgh Pirates,Chicago Cubs,2,3,Chicago Cubs,PNC Park
CHA201304040,"April  4, 2013",Chicago White Sox,Kansas City Royals,1,3,Kansas City Royals,U.S. Cellular Field
DET201304050,"April  5, 2013",Detroit Tigers,New York Yankees,8,3,Detroit Tigers,Comerica Park
TBA201304040,"April  4, 2013",Tampa Bay Rays,Baltimore Orioles,3,6,Baltimore Orioles,Tropicana Field
WAS201304040,"April  4, 2013",Washington Nationals,Miami Marlins,6,1,Washington Nationals,Nationals Park
HOU201304050,"April  5, 2013",Houston Astros,Oakland Athletics,3,8,Oakland Athletics,Minute Maid Park
LAN201304050,"April  5, 2013",Los Angeles Dodgers,Pittsburgh Pirates,3,0,Los Angeles Dodgers,Dodger Stadium
NYN201304050,"April  5, 2013",New York Mets,Miami Marlins,5,7,Miami Marlins,Citi Field
SFN201304050,"April  5, 2013",San Francisco Giants,St. Louis Cardinals,1,0,San Francisco Giants,AT&T Park
MIL201304050,"April  5, 2013",Milwaukee Brewers,Arizona Diamondbacks,1,3,Arizona Diamondbacks,Miller Park
TBA201304050,"April  5, 2013",Tampa Bay Rays,Cleveland Indians,4,0,Tampa Bay Rays,Tropicana Field
BAL201304050,"April  5, 2013",Baltimore Orioles,Minnesota Twins,9,5,Baltimore Orioles,Oriole Park at Camden Yards
PHI201304050,"April  5, 2013",Philadelphia Phillies,Kansas City Royals,4,13,Kansas City Royals,Citizens Bank Park
CIN201304050,"April  5, 2013",Cincinnati Reds,Washington Nationals,15,0,Cincinnati Reds,Great American Ball Park
BAL201304060,"April  6, 2013",Baltimore Orioles,Minnesota Twins,5,6,Minnesota Twins,Oriole Park at Camden Yards
COL201304050,"April  5, 2013",Colorado Rockies,San Diego Padres,5,2,Colorado Rockies,Coors Field
TOR201304050,"April  5, 2013",Toronto Blue Jays,Boston Red Sox,4,6,Boston Red Sox,Rogers Centre
HOU201304060,"April  6, 2013",Houston Astros,Oakland Athletics,3,6,Oakland Athletics,Minute Maid Park
TEX201304050,"April  5, 2013",Texas Rangers,Los Angeles Angels of Anaheim,3,2,Texas Rangers,Rangers Ballpark in Arlington
MIL201304060,"April  6, 2013",Milwaukee Brewers,Arizona Diamondbacks,2,9,Arizona Diamondbacks,Miller Park
NYN201304060,"April  6, 2013",New York Mets,Miami Marlins,7,3,New York Mets,Citi Field
COL201304060,"April  6, 2013",Colorado Rockies,San Diego Padres,6,3,Colorado Rockies,Coors Field
DET201304060,"April  6, 2013",Detroit Tigers,New York Yankees,8,4,Detroit Tigers,Comerica Park
ATL201304060,"April  6, 2013",Atlanta Braves,Chicago Cubs,6,5,Atlanta Braves,Turner Field
CIN201304060,"April  6, 2013",Cincinnati Reds,Washington Nationals,6,7,Washington Nationals,Great American Ball Park
SFN201304060,"April  6, 2013",San Francisco Giants,St. Louis Cardinals,3,6,St. Louis Cardinals,AT&T Park
LAN201304060,"April  6, 2013",Los Angeles Dodgers,Pittsburgh Pirates,1,0,Los Angeles Dodgers,Dodger Stadium
TEX201304060,"April  6, 2013",Texas Rangers,Los Angeles Angels of Anaheim,4,8,Los Angeles Angels of Anaheim,Rangers Ballpark in Arlington
TOR201304060,"April  6, 2013",Toronto Blue Jays,Boston Red Sox,5,0,Toronto Blue Jays,Rogers Centre
PHI201304060,"April  6, 2013",Philadelphia Phillies,Kansas City Royals,4,3,Philadelphia Phillies,Citizens Bank Park
CHA201304060,"April  6, 2013",Chicago White Sox,Seattle Mariners,4,3,Chicago White Sox,U.S. Cellular Field
HOU201304070,"April  7, 2013",Houston Astros,Oakland Athletics,3,9,Oakland Athletics,Minute Maid Park
TBA201304060,"April  6, 2013",Tampa Bay Rays,Cleveland Indians,6,0,Tampa Bay Rays,Tropicana Field
ATL201304070,"April  7, 2013",Atlanta Braves,Chicago Cubs,5,1,Atlanta Braves,Turner Field
NYN201304070,"April  7, 2013",New York Mets,Miami Marlins,4,3,New York Mets,Citi Field
BAL201304070,"April  7, 2013",Baltimore Orioles,Minnesota Twins,3,4,Minnesota Twins,Oriole Park at Camden Yards
CIN201304070,"April  7, 2013",Cincinnati Reds,Washington Nationals,6,3,Cincinnati Reds,Great American Ball Park
COL201304070,"April  7, 2013",Colorado Rockies,San Diego Padres,9,1,Colorado Rockies,Coors Field
SFN201304070,"April  7, 2013",San Francisco Giants,St. Louis Cardinals,3,14,St. Louis Cardinals,AT&T Park
DET201304070,"April  7, 2013",Detroit Tigers,New York Yankees,0,7,New York Yankees,Comerica Park
LAN201304070,"April  7, 2013",Los Angeles Dodgers,Pittsburgh Pirates,6,2,Los Angeles Dodgers,Dodger Stadium
MIL201304070,"April  7, 2013",Milwaukee Brewers,Arizona Diamondbacks,7,8,Arizona Diamondbacks,Miller Park
PHI201304070,"April  7, 2013",Philadelphia Phillies,Kansas City Royals,8,9,Kansas City Royals,Citizens Bank Park
CHA201304070,"April  7, 2013",Chicago White Sox,Seattle Mariners,4,3,Chicago White Sox,U.S. Cellular Field
TOR201304070,"April  7, 2013",Toronto Blue Jays,Boston Red Sox,0,13,Boston Red Sox,Rogers Centre
ARI201304080,"April  8, 2013",Arizona Diamondbacks,Pittsburgh Pirates,3,5,Pittsburgh Pirates,Chase Field
BOS201304080,"April  8, 2013",Boston Red Sox,Baltimore Orioles,3,1,Boston Red Sox,Fenway Park
TEX201304070,"April  7, 2013",Texas Rangers,Los Angeles Angels of Anaheim,7,3,Texas Rangers,Rangers Ballpark in Arlington
KCA201304080,"April  8, 2013",Kansas City Royals,Minnesota Twins,3,1,Kansas City Royals,Kauffman Stadium
CHN201304080,"April  8, 2013",Chicago Cubs,Milwaukee Brewers,4,7,Milwaukee Brewers,Wrigley Field
TBA201304070,"April  7, 2013",Tampa Bay Rays,Cleveland Indians,0,13,Cleveland Indians,Tropicana Field
SLN201304080,"April  8, 2013",St. Louis Cardinals,Cincinnati Reds,4,13,Cincinnati Reds,Busch Stadium III
TEX201304080,"April  8, 2013",Texas Rangers,Tampa Bay Rays,5,4,Texas Rangers,Rangers Ballpark in Arlington
MIA201304080,"April  8, 2013",Miami Marlins,Atlanta Braves,0,2,Atlanta Braves,Marlins Park
ARI201304090,"April  9, 2013",Arizona Diamondbacks,Pittsburgh Pirates,5,6,Pittsburgh Pirates,Chase Field
PHI201304080,"April  8, 2013",Philadelphia Phillies,New York Mets,2,7,New York Mets,Citizens Bank Park
SEA201304080,"April  8, 2013",Seattle Mariners,Houston Astros,3,0,Seattle Mariners,Safeco Field
SFN201304080,"April  8, 2013",San Francisco Giants,Colorado Rockies,4,2,San Francisco Giants,AT&T Park
MIA201304090,"April  9, 2013",Miami Marlins,Atlanta Braves,2,3,Atlanta Braves,Marlins Park
CLE201304080,"April  8, 2013",Cleveland Indians,New York Yankees,6,11,New York Yankees,Progressive Field
PHI201304090,"April  9, 2013",Philadelphia Phillies,New York Mets,8,3,Philadelphia Phillies,Citizens Bank Park
SDN201304090,"April  9, 2013",San Diego Padres,Los Angeles Dodgers,9,3,San Diego Padres,Petco Park
ANA201304090,"April  9, 2013",Los Angeles Angels of Anaheim,Oakland Athletics,5,9,Oakland Athletics,Angel Stadium of Anaheim
CHN201304090,"April  9, 2013",Chicago Cubs,Milwaukee Brewers,6,3,Chicago Cubs,Wrigley Field
DET201304090,"April  9, 2013",Detroit Tigers,Toronto Blue Jays,7,3,Detroit Tigers,Comerica Park
CLE201304090,"April  9, 2013",Cleveland Indians,New York Yankees,1,14,New York Yankees,Progressive Field
TEX201304090,"April  9, 2013",Texas Rangers,Tampa Bay Rays,6,1,Texas Rangers,Rangers Ballpark in Arlington
DET201304100,"April 10, 2013",Detroit Tigers,Toronto Blue Jays,6,8,Toronto Blue Jays,Comerica Park
SLN201304090,"April  9, 2013",St. Louis Cardinals,Cincinnati Reds,5,1,St. Louis Cardinals,Busch Stadium III
KCA201304090,"April  9, 2013",Kansas City Royals,Minnesota Twins,7,4,Kansas City Royals,Kauffman Stadium
ARI201304100,"April 10, 2013",Arizona Diamondbacks,Pittsburgh Pirates,10,2,Arizona Diamondbacks,Chase Field
WAS201304090,"April  9, 2013",Washington Nationals,Chicago White Sox,8,7,Washington Nationals,Nationals Park
ANA201304100,"April 10, 2013",Los Angeles Angels of Anaheim,Oakland Athletics,5,11,Oakland Athletics,Angel Stadium of Anaheim
BOS201304100,"April 10, 2013",Boston Red Sox,Baltimore Orioles,5,8,Baltimore Orioles,Fenway Park
SDN201304100,"April 10, 2013",San Diego Padres,Los Angeles Dodgers,3,4,Los Angeles Dodgers,Petco Park
SEA201304100,"April 10, 2013",Seattle Mariners,Houston Astros,3,8,Houston Astros,Safeco Field
KCA201304100,"April 10, 2013",Kansas City Royals,Minnesota Twins,3,0,Kansas City Royals,Kauffman Stadium
SFN201304100,"April 10, 2013",San Francisco Giants,Colorado Rockies,10,0,San Francisco Giants,AT&T Park
SLN201304100,"April 10, 2013",St. Louis Cardinals,Cincinnati Reds,10,0,St. Louis Cardinals,Busch Stadium III
PHI201304100,"April 10, 2013",Philadelphia Phillies,New York Mets,7,3,Philadelphia Phillies,Citizens Bank Park
CHN201304110,"April 11, 2013",Chicago Cubs,San Francisco Giants,6,7,San Francisco Giants,Wrigley Field
SEA201304090,"April  9, 2013",Seattle Mariners,Houston Astros,9,16,Houston Astros,Safeco Field
SFN201304090,"April  9, 2013",San Francisco Giants,Colorado Rockies,9,6,San Francisco Giants,AT&T Park
MIA201304100,"April 10, 2013",Miami Marlins,Atlanta Braves,0,8,Atlanta Braves,Marlins Park
TEX201304100,"April 10, 2013",Texas Rangers,Tampa Bay Rays,0,2,Tampa Bay Rays,Rangers Ballpark in Arlington
ANA201304110,"April 11, 2013",Los Angeles Angels of Anaheim,Oakland Athletics,1,8,Oakland Athletics,Angel Stadium of Anaheim
WAS201304100,"April 10, 2013",Washington Nationals,Chicago White Sox,5,2,Washington Nationals,Nationals Park
WAS201304110,"April 11, 2013",Washington Nationals,Chicago White Sox,7,4,Washington Nationals,Nationals Park
SDN201304110,"April 11, 2013",San Diego Padres,Los Angeles Dodgers,2,3,Los Angeles Dodgers,Petco Park
DET201304110,"April 11, 2013",Detroit Tigers,Toronto Blue Jays,11,1,Detroit Tigers,Comerica Park
KCA201304120,"April 12, 2013",Kansas City Royals,Toronto Blue Jays,4,8,Toronto Blue Jays,Kauffman Stadium
MIA201304120,"April 12, 2013",Miami Marlins,Philadelphia Phillies,1,3,Philadelphia Phillies,Marlins Park
MIN201304120,"April 12, 2013",Minnesota Twins,New York Mets,5,16,New York Mets,Target Field
ARI201304120,"April 12, 2013",Arizona Diamondbacks,Los Angeles Dodgers,3,0,Arizona Diamondbacks,Chase Field
BOS201304110,"April 11, 2013",Boston Red Sox,Baltimore Orioles,2,3,Baltimore Orioles,Fenway Park
CHN201304120,"April 12, 2013",Chicago Cubs,San Francisco Giants,4,3,Chicago Cubs,Wrigley Field
CLE201304120,"April 12, 2013",Cleveland Indians,Chicago White Sox,1,0,Cleveland Indians,Progressive Field
SLN201304120,"April 12, 2013",St. Louis Cardinals,Milwaukee Brewers,2,0,St. Louis Cardinals,Busch Stadium III
SEA201304120,"April 12, 2013",Seattle Mariners,Texas Rangers,3,1,Seattle Mariners,Safeco Field
PIT201304120,"April 12, 2013",Pittsburgh Pirates,Cincinnati Reds,6,5,Pittsburgh Pirates,PNC Park
SEA201304110,"April 11, 2013",Seattle Mariners,Texas Rangers,3,4,Texas Rangers,Safeco Field
SDN201304120,"April 12, 2013",San Diego Padres,Colorado Rockies,5,7,Colorado Rockies,Petco Park
ANA201304120,"April 12, 2013",Los Angeles Angels of Anaheim,Houston Astros,0,5,Houston Astros,Angel Stadium of Anaheim
ANA201304130,"April 13, 2013",Los Angeles Angels of Anaheim,Houston Astros,5,4,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
WAS201304120,"April 12, 2013",Washington Nationals,Atlanta Braves,4,6,Atlanta Braves,Nationals Park
NYA201304120,"April 12, 2013",New York Yankees,Baltimore Orioles,5,2,New York Yankees,Yankee Stadium III
CLE201304130,"April 13, 2013",Cleveland Indians,Chicago White Sox,9,4,Cleveland Indians,Progressive Field
ARI201304130,"April 13, 2013",Arizona Diamondbacks,Los Angeles Dodgers,5,7,Los Angeles Dodgers,Chase Field
BOS201304130,"April 13, 2013",Boston Red Sox,Tampa Bay Rays,2,1,Boston Red Sox,Fenway Park
OAK201304130,"April 13, 2013",Oakland Athletics,Detroit Tigers,3,7,Detroit Tigers,O.co Coliseum
CHN201304130,"April 13, 2013",Chicago Cubs,San Francisco Giants,2,3,San Francisco Giants,Wrigley Field
KCA201304130,"April 13, 2013",Kansas City Royals,Toronto Blue Jays,2,3,Toronto Blue Jays,Kauffman Stadium
OAK201304120,"April 12, 2013",Oakland Athletics,Detroit Tigers,4,3,Oakland Athletics,O.co Coliseum
MIA201304130,"April 13, 2013",Miami Marlins,Philadelphia Phillies,2,1,Miami Marlins,Marlins Park
MIN201304130,"April 13, 2013",Minnesota Twins,New York Mets,2,4,New York Mets,Target Field
PIT201304130,"April 13, 2013",Pittsburgh Pirates,Cincinnati Reds,3,1,Pittsburgh Pirates,PNC Park
NYA201304130,"April 13, 2013",New York Yankees,Baltimore Orioles,3,5,Baltimore Orioles,Yankee Stadium III
ARI201304140,"April 14, 2013",Arizona Diamondbacks,Los Angeles Dodgers,1,0,Arizona Diamondbacks,Chase Field
SEA201304130,"April 13, 2013",Seattle Mariners,Texas Rangers,1,3,Texas Rangers,Safeco Field
SDN201304130,"April 13, 2013",San Diego Padres,Colorado Rockies,5,9,Colorado Rockies,Petco Park
SLN201304130,"April 13, 2013",St. Louis Cardinals,Milwaukee Brewers,8,0,St. Louis Cardinals,Busch Stadium III
WAS201304130,"April 13, 2013",Washington Nationals,Atlanta Braves,1,3,Atlanta Braves,Nationals Park
BOS201304140,"April 14, 2013",Boston Red Sox,Tampa Bay Rays,5,0,Boston Red Sox,Fenway Park
ANA201304140,"April 14, 2013",Los Angeles Angels of Anaheim,Houston Astros,4,1,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
KCA201304140,"April 14, 2013",Kansas City Royals,Toronto Blue Jays,3,2,Kansas City Royals,Kauffman Stadium
CLE201304140,"April 14, 2013",Cleveland Indians,Chicago White Sox,1,3,Chicago White Sox,Progressive Field
NYA201304140,"April 14, 2013",New York Yankees,Baltimore Orioles,3,0,New York Yankees,Yankee Stadium III
OAK201304140,"April 14, 2013",Oakland Athletics,Detroit Tigers,1,10,Detroit Tigers,O.co Coliseum
SLN201304140,"April 14, 2013",St. Louis Cardinals,Milwaukee Brewers,3,4,Milwaukee Brewers,Busch Stadium III
SEA201304140,"April 14, 2013",Seattle Mariners,Texas Rangers,4,3,Seattle Mariners,Safeco Field
MIA201304140,"April 14, 2013",Miami Marlins,Philadelphia Phillies,1,2,Philadelphia Phillies,Marlins Park
PIT201304140,"April 14, 2013",Pittsburgh Pirates,Cincinnati Reds,10,7,Pittsburgh Pirates,PNC Park
SDN201304140,"April 14, 2013",San Diego Padres,Colorado Rockies,1,2,Colorado Rockies,Petco Park
BOS201304150,"April 15, 2013",Boston Red Sox,Tampa Bay Rays,3,2,Boston Red Sox,Fenway Park
MIN201304150,"April 15, 2013",Minnesota Twins,Los Angeles Angels of Anaheim,8,2,Minnesota Twins,Target Field
MIA201304150,"April 15, 2013",Miami Marlins,Washington Nationals,3,10,Washington Nationals,Marlins Park
CHN201304140,"April 14, 2013",Chicago Cubs,San Francisco Giants,7,10,San Francisco Giants,Wrigley Field
BAL201304160,"April 16, 2013",Baltimore Orioles,Tampa Bay Rays,5,4,Baltimore Orioles,Oriole Park at Camden Yards
ATL201304160,"April 16, 2013",Atlanta Braves,Kansas City Royals,6,3,Atlanta Braves,Turner Field
CIN201304150,"April 15, 2013",Cincinnati Reds,Philadelphia Phillies,4,2,Cincinnati Reds,Great American Ball Park
CHN201304160,"April 16, 2013",Chicago Cubs,Texas Rangers,2,4,Texas Rangers,Wrigley Field
LAN201304150,"April 15, 2013",Los Angeles Dodgers,San Diego Padres,3,6,San Diego Padres,Dodger Stadium
WAS201304140,"April 14, 2013",Washington Nationals,Atlanta Braves,0,9,Atlanta Braves,Nationals Park
OAK201304150,"April 15, 2013",Oakland Athletics,Houston Astros,11,2,Oakland Athletics,O.co Coliseum
TOR201304150,"April 15, 2013",Toronto Blue Jays,Chicago White Sox,4,3,Toronto Blue Jays,Rogers Centre
COL201304162,"April 16, 2013",Colorado Rockies,New York Mets,9,8,Colorado Rockies,Coors Field
CLE201304160,"April 16, 2013",Cleveland Indians,Boston Red Sox,2,7,Boston Red Sox,Progressive Field
PIT201304150,"April 15, 2013",Pittsburgh Pirates,St. Louis Cardinals,6,10,St. Louis Cardinals,PNC Park
MIL201304160,"April 16, 2013",Milwaukee Brewers,San Francisco Giants,10,8,Milwaukee Brewers,Miller Park
SEA201304160,"April 16, 2013",Seattle Mariners,Detroit Tigers,2,6,Detroit Tigers,Safeco Field
TOR201304160,"April 16, 2013",Toronto Blue Jays,Chicago White Sox,3,4,Chicago White Sox,Rogers Centre
COL201304161,"April 16, 2013",Colorado Rockies,New York Mets,8,4,Colorado Rockies,"21,510"
BAL201304170,"April 17, 2013",Baltimore Orioles,Tampa Bay Rays,2,6,Tampa Bay Rays,Oriole Park at Camden Yards
MIN201304160,"April 16, 2013",Minnesota Twins,Los Angeles Angels of Anaheim,8,6,Minnesota Twins,Target Field
NYA201304160,"April 16, 2013",New York Yankees,Arizona Diamondbacks,4,2,New York Yankees,Yankee Stadium III
CLE201304170,"April 17, 2013",Cleveland Indians,Boston Red Sox,3,6,Boston Red Sox,Progressive Field
CIN201304160,"April 16, 2013",Cincinnati Reds,Philadelphia Phillies,1,0,Cincinnati Reds,Great American Ball Park
MIA201304170,"April 17, 2013",Miami Marlins,Washington Nationals,1,6,Washington Nationals,Marlins Park
OAK201304160,"April 16, 2013",Oakland Athletics,Houston Astros,4,3,Oakland Athletics,O.co Coliseum
LAN201304170,"April 17, 2013",Los Angeles Dodgers,San Diego Padres,2,7,San Diego Padres,Dodger Stadium
MIA201304160,"April 16, 2013",Miami Marlins,Washington Nationals,8,2,Miami Marlins,Marlins Park
OAK201304170,"April 17, 2013",Oakland Athletics,Houston Astros,7,5,Oakland Athletics,O.co Coliseum
LAN201304160,"April 16, 2013",Los Angeles Dodgers,San Diego Padres,2,9,San Diego Padres,Dodger Stadium
MIL201304170,"April 17, 2013",Milwaukee Brewers,San Francisco Giants,4,3,Milwaukee Brewers,Miller Park
NYA201304170,"April 17, 2013",New York Yankees,Arizona Diamondbacks,4,3,New York Yankees,Yankee Stadium III
CIN201304180,"April 18, 2013",Cincinnati Reds,Miami Marlins,11,1,Cincinnati Reds,Great American Ball Park
CIN201304170,"April 17, 2013",Cincinnati Reds,Philadelphia Phillies,11,2,Cincinnati Reds,Great American Ball Park
ATL201304170,"April 17, 2013",Atlanta Braves,Kansas City Royals,0,1,Kansas City Royals,Turner Field
SEA201304170,"April 17, 2013",Seattle Mariners,Detroit Tigers,1,2,Detroit Tigers,Safeco Field
CHN201304180,"April 18, 2013",Chicago Cubs,Texas Rangers,6,2,Chicago Cubs,Wrigley Field
BAL201304180,"April 18, 2013",Baltimore Orioles,Tampa Bay Rays,10,6,Baltimore Orioles,Oriole Park at Camden Yards
NYA201304180,"April 18, 2013",New York Yankees,Arizona Diamondbacks,2,6,Arizona Diamondbacks,Yankee Stadium III
PIT201304180,"April 18, 2013",Pittsburgh Pirates,Atlanta Braves,4,6,Atlanta Braves,PNC Park
TOR201304170,"April 17, 2013",Toronto Blue Jays,Chicago White Sox,0,7,Chicago White Sox,Rogers Centre
MIL201304180,"April 18, 2013",Milwaukee Brewers,San Francisco Giants,7,2,Milwaukee Brewers,Miller Park
CLE201304180,"April 18, 2013",Cleveland Indians,Boston Red Sox,3,6,Boston Red Sox,Progressive Field
COL201304180,"April 18, 2013",Colorado Rockies,New York Mets,11,3,Colorado Rockies,Coors Field
PIT201304170,"April 17, 2013",Pittsburgh Pirates,St. Louis Cardinals,5,0,Pittsburgh Pirates,PNC Park
PHI201304180,"April 18, 2013",Philadelphia Phillies,St. Louis Cardinals,3,4,St. Louis Cardinals,Citizens Bank Park
HOU201304190,"April 19, 2013",Houston Astros,Cleveland Indians,3,2,Houston Astros,Minute Maid Park
SEA201304180,"April 18, 2013",Seattle Mariners,Detroit Tigers,2,0,Seattle Mariners,Safeco Field
PHI201304190,"April 19, 2013",Philadelphia Phillies,St. Louis Cardinals,8,2,Philadelphia Phillies,Citizens Bank Park
ANA201304190,"April 19, 2013",Los Angeles Angels of Anaheim,Detroit Tigers,8,1,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
TOR201304180,"April 18, 2013",Toronto Blue Jays,Chicago White Sox,3,1,Toronto Blue Jays,Rogers Centre
CIN201304190,"April 19, 2013",Cincinnati Reds,Miami Marlins,1,2,Miami Marlins,Great American Ball Park
SFN201304190,"April 19, 2013",San Francisco Giants,San Diego Padres,3,2,San Francisco Giants,AT&T Park
NYN201304190,"April 19, 2013",New York Mets,Washington Nationals,7,1,New York Mets,Citi Field
TOR201304190,"April 19, 2013",Toronto Blue Jays,New York Yankees,4,9,New York Yankees,Rogers Centre
BAL201304201,"April 20, 2013",Baltimore Orioles,Los Angeles Dodgers,7,5,Baltimore Orioles,"26,811"
MIL201304190,"April 19, 2013",Milwaukee Brewers,Chicago Cubs,5,4,Milwaukee Brewers,Miller Park
BAL201304202,"April 20, 2013",Baltimore Orioles,Los Angeles Dodgers,6,1,Baltimore Orioles,Oriole Park at Camden Yards
TBA201304190,"April 19, 2013",Tampa Bay Rays,Oakland Athletics,8,3,Tampa Bay Rays,Tropicana Field
COL201304190,"April 19, 2013",Colorado Rockies,Arizona Diamondbacks,3,1,Colorado Rockies,Coors Field
PIT201304190,"April 19, 2013",Pittsburgh Pirates,Atlanta Braves,6,0,Pittsburgh Pirates,PNC Park
TEX201304190,"April 19, 2013",Texas Rangers,Seattle Mariners,7,0,Texas Rangers,Rangers Ballpark in Arlington
ANA201304200,"April 20, 2013",Los Angeles Angels of Anaheim,Detroit Tigers,10,0,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim
CHA201304200,"April 20, 2013",Chicago White Sox,Minnesota Twins,1,2,Minnesota Twins,U.S. Cellular Field
COL201304200,"April 20, 2013",Colorado Rockies,Arizona Diamondbacks,4,3,Colorado Rockies,Coors Field
HOU201304200,"April 20, 2013",Houston Astros,Cleveland Indians,6,19,Cleveland Indians,Minute Maid Park
CIN201304200,"April 20, 2013",Cincinnati Reds,Miami Marlins,3,2,Cincinnati Reds,Great American Ball Park
PIT201304200,"April 20, 2013",Pittsburgh Pirates,Atlanta Braves,3,1,Pittsburgh Pirates,PNC Park
