GameID,Date,home_team,away_team,home_score,away_score,winner,venue
SFN201604070,"April  7, 2016",San Francisco Giants,Los Angeles Dodgers,12,6,San Francisco Giants,AT&T Park
ANA201604080,"April  8, 2016",Los Angeles Angels,Texas Rangers,3,7,Texas Rangers,Angel Stadium of Anaheim
OAK201604060,"April  6, 2016",Oakland Athletics,Chicago White Sox,2,1,Oakland Athletics,Oakland-Alameda County Coliseum
ARI201604080,"April  8, 2016",Arizona Diamondbacks,Chicago Cubs,3,2,Arizona Diamondbacks,Chase Field
WAS201604070,"April  7, 2016",Washington Nationals,Miami Marlins,4,6,Miami Marlins,Nationals Park
ANA201604070,"April  7, 2016",Los Angeles Angels,Texas Rangers,4,3,Los Angeles Angels,Angel Stadium of Anaheim
OAK201604070,"April  7, 2016",Oakland Athletics,Chicago White Sox,1,6,Chicago White Sox,Oakland-Alameda County Coliseum
NYA201604070,"April  7, 2016",New York Yankees,Houston Astros,8,5,New York Yankees,Yankee Stadium III
CHA201604080,"April  8, 2016",Chicago White Sox,Cleveland Indians,1,7,Cleveland Indians,U.S. Cellular Field
DET201604080,"April  8, 2016",Detroit Tigers,New York Yankees,4,0,Detroit Tigers,Comerica Park
ATL201604080,"April  8, 2016",Atlanta Braves,St. Louis Cardinals,4,7,St. Louis Cardinals,Turner Field
CIN201604080,"April  8, 2016",Cincinnati Reds,Pittsburgh Pirates,5,6,Pittsburgh Pirates,Great American Ball Park
KCA201604080,"April  8, 2016",Kansas City Royals,Minnesota Twins,4,3,Kansas City Royals,Kauffman Stadium
SEA201604080,"April  8, 2016",Seattle Mariners,Oakland Athletics,2,3,Oakland Athletics,Safeco Field
COL201604080,"April  8, 2016",Colorado Rockies,San Diego Padres,6,13,San Diego Padres,Coors Field
BAL201604080,"April  8, 2016",Baltimore Orioles,Tampa Bay Rays,6,1,Baltimore Orioles,Oriole Park at Camden Yards
NYN201604080,"April  8, 2016",New York Mets,Philadelphia Phillies,7,2,New York Mets,Citi Field
ANA201604090,"April  9, 2016",Los Angeles Angels,Texas Rangers,1,4,Texas Rangers,Angel Stadium of Anaheim
TOR201604080,"April  8, 2016",Toronto Blue Jays,Boston Red Sox,7,8,Boston Red Sox,Rogers Centre
SFN201604080,"April  8, 2016",San Francisco Giants,Los Angeles Dodgers,3,2,San Francisco Giants,AT&T Park
ARI201604090,"April  9, 2016",Arizona Diamondbacks,Chicago Cubs,2,4,Chicago Cubs,Chase Field
COL201604090,"April  9, 2016",Colorado Rockies,San Diego Padres,3,16,San Diego Padres,Coors Field
ATL201604090,"April  9, 2016",Atlanta Braves,St. Louis Cardinals,2,12,St. Louis Cardinals,Turner Field
CHA201604090,"April  9, 2016",Chicago White Sox,Cleveland Indians,7,3,Chicago White Sox,U.S. Cellular Field
MIL201604080,"April  8, 2016",Milwaukee Brewers,Houston Astros,6,4,Milwaukee Brewers,Miller Park
MIL201604090,"April  9, 2016",Milwaukee Brewers,Houston Astros,4,6,Houston Astros,Miller Park
SFN201604090,"April  9, 2016",San Francisco Giants,Los Angeles Dodgers,2,3,Los Angeles Dodgers,AT&T Park
ARI201604100,"April 10, 2016",Arizona Diamondbacks,Chicago Cubs,3,7,Chicago Cubs,Chase Field
KCA201604090,"April  9, 2016",Kansas City Royals,Minnesota Twins,7,0,Kansas City Royals,Kauffman Stadium
NYN201604090,"April  9, 2016",New York Mets,Philadelphia Phillies,0,1,Philadelphia Phillies,Citi Field
CIN201604090,"April  9, 2016",Cincinnati Reds,Pittsburgh Pirates,5,1,Cincinnati Reds,Great American Ball Park
BAL201604100,"April 10, 2016",Baltimore Orioles,Tampa Bay Rays,5,3,Baltimore Orioles,Oriole Park at Camden Yards
TOR201604090,"April  9, 2016",Toronto Blue Jays,Boston Red Sox,4,8,Boston Red Sox,Rogers Centre
SEA201604090,"April  9, 2016",Seattle Mariners,Oakland Athletics,1,6,Oakland Athletics,Safeco Field
ANA201604100,"April 10, 2016",Los Angeles Angels,Texas Rangers,3,1,Los Angeles Angels,Angel Stadium of Anaheim
ATL201604100,"April 10, 2016",Atlanta Braves,St. Louis Cardinals,7,12,St. Louis Cardinals,Turner Field
DET201604090,"April  9, 2016",Detroit Tigers,New York Yankees,4,8,New York Yankees,Comerica Park
WAS201604100,"April 10, 2016",Washington Nationals,Miami Marlins,4,2,Washington Nationals,Nationals Park
CIN201604100,"April 10, 2016",Cincinnati Reds,Pittsburgh Pirates,2,1,Cincinnati Reds,Great American Ball Park
KCA201604100,"April 10, 2016",Kansas City Royals,Minnesota Twins,4,3,Kansas City Royals,Kauffman Stadium
MIL201604100,"April 10, 2016",Milwaukee Brewers,Houston Astros,3,2,Milwaukee Brewers,Miller Park
SEA201604100,"April 10, 2016",Seattle Mariners,Oakland Athletics,1,2,Oakland Athletics,Safeco Field
SFN201604100,"April 10, 2016",San Francisco Giants,Los Angeles Dodgers,9,6,San Francisco Giants,AT&T Park
TOR201604100,"April 10, 2016",Toronto Blue Jays,Boston Red Sox,3,0,Toronto Blue Jays,Rogers Centre
DET201604110,"April 11, 2016",Detroit Tigers,Pittsburgh Pirates,4,7,Pittsburgh Pirates,Comerica Park
NYN201604100,"April 10, 2016",New York Mets,Philadelphia Phillies,2,5,Philadelphia Phillies,Citi Field
HOU201604110,"April 11, 2016",Houston Astros,Kansas City Royals,8,2,Houston Astros,Minute Maid Park
BOS201604110,"April 11, 2016",Boston Red Sox,Baltimore Orioles,7,9,Baltimore Orioles,Fenway Park
NYN201604110,"April 11, 2016",New York Mets,Miami Marlins,3,10,Miami Marlins,Citi Field
COL201604100,"April 10, 2016",Colorado Rockies,San Diego Padres,6,3,Colorado Rockies,Coors Field
SLN201604110,"April 11, 2016",St. Louis Cardinals,Milwaukee Brewers,10,1,St. Louis Cardinals,Busch Stadium III
OAK201604110,"April 11, 2016",Oakland Athletics,Los Angeles Angels,1,4,Los Angeles Angels,Oakland-Alameda County Coliseum
SEA201604110,"April 11, 2016",Seattle Mariners,Texas Rangers,3,7,Texas Rangers,Safeco Field
PHI201604110,"April 11, 2016",Philadelphia Phillies,San Diego Padres,3,4,San Diego Padres,Citizens Bank Park
CHN201604110,"April 11, 2016",Chicago Cubs,Cincinnati Reds,5,3,Chicago Cubs,Wrigley Field
WAS201604110,"April 11, 2016",Washington Nationals,Atlanta Braves,6,4,Washington Nationals,Nationals Park
DET201604120,"April 12, 2016",Detroit Tigers,Pittsburgh Pirates,8,2,Detroit Tigers,Comerica Park
MIN201604110,"April 11, 2016",Minnesota Twins,Chicago White Sox,1,4,Chicago White Sox,Target Field
BOS201604120,"April 12, 2016",Boston Red Sox,Baltimore Orioles,5,9,Baltimore Orioles,Fenway Park
NYN201604120,"April 12, 2016",New York Mets,Miami Marlins,1,2,Miami Marlins,Citi Field
HOU201604120,"April 12, 2016",Houston Astros,Kansas City Royals,2,3,Kansas City Royals,Minute Maid Park
LAN201604120,"April 12, 2016",Los Angeles Dodgers,Arizona Diamondbacks,2,4,Arizona Diamondbacks,Dodger Stadium
WAS201604120,"April 12, 2016",Washington Nationals,Atlanta Braves,2,1,Washington Nationals,Nationals Park
COL201604120,"April 12, 2016",Colorado Rockies,San Francisco Giants,2,7,San Francisco Giants,Coors Field
CHN201604130,"April 13, 2016",Chicago Cubs,Cincinnati Reds,9,2,Chicago Cubs,Wrigley Field
OAK201604120,"April 12, 2016",Oakland Athletics,Los Angeles Angels,4,5,Los Angeles Angels,Oakland-Alameda County Coliseum
SEA201604120,"April 12, 2016",Seattle Mariners,Texas Rangers,0,8,Texas Rangers,Safeco Field
HOU201604130,"April 13, 2016",Houston Astros,Kansas City Royals,2,4,Kansas City Royals,Minute Maid Park
BOS201604130,"April 13, 2016",Boston Red Sox,Baltimore Orioles,4,2,Boston Red Sox,Fenway Park
TOR201604120,"April 12, 2016",Toronto Blue Jays,New York Yankees,2,3,New York Yankees,Rogers Centre
TBA201604120,"April 12, 2016",Tampa Bay Rays,Cleveland Indians,5,1,Tampa Bay Rays,Tropicana Field
PHI201604120,"April 12, 2016",Philadelphia Phillies,San Diego Padres,3,0,Philadelphia Phillies,Citizens Bank Park
COL201604130,"April 13, 2016",Colorado Rockies,San Francisco Giants,10,6,Colorado Rockies,Coors Field
LAN201604130,"April 13, 2016",Los Angeles Dodgers,Arizona Diamondbacks,3,1,Los Angeles Dodgers,Dodger Stadium
NYN201604130,"April 13, 2016",New York Mets,Miami Marlins,2,1,New York Mets,Citi Field
PHI201604130,"April 13, 2016",Philadelphia Phillies,San Diego Padres,2,1,Philadelphia Phillies,Citizens Bank Park
OAK201604130,"April 13, 2016",Oakland Athletics,Los Angeles Angels,1,5,Los Angeles Angels,Oakland-Alameda County Coliseum
SLN201604130,"April 13, 2016",St. Louis Cardinals,Milwaukee Brewers,4,6,Milwaukee Brewers,Busch Stadium III
PIT201604130,"April 13, 2016",Pittsburgh Pirates,Detroit Tigers,3,7,Detroit Tigers,PNC Park
SEA201604130,"April 13, 2016",Seattle Mariners,Texas Rangers,4,2,Seattle Mariners,Safeco Field
TOR201604130,"April 13, 2016",Toronto Blue Jays,New York Yankees,7,2,Toronto Blue Jays,Rogers Centre
TBA201604130,"April 13, 2016",Tampa Bay Rays,Cleveland Indians,1,4,Cleveland Indians,Tropicana Field
MIN201604130,"April 13, 2016",Minnesota Twins,Chicago White Sox,0,3,Chicago White Sox,Target Field
LAN201604140,"April 14, 2016",Los Angeles Dodgers,Arizona Diamondbacks,5,2,Los Angeles Dodgers,Dodger Stadium
MIN201604140,"April 14, 2016",Minnesota Twins,Chicago White Sox,1,3,Chicago White Sox,Target Field
PHI201604140,"April 14, 2016",Philadelphia Phillies,San Diego Padres,3,0,Philadelphia Phillies,Citizens Bank Park
COL201604140,"April 14, 2016",Colorado Rockies,San Francisco Giants,11,6,Colorado Rockies,Coors Field
TEX201604140,"April 14, 2016",Texas Rangers,Baltimore Orioles,6,3,Texas Rangers,Globe Life Park in Arlington
TBA201604140,"April 14, 2016",Tampa Bay Rays,Cleveland Indians,0,6,Cleveland Indians,Tropicana Field
CHN201604140,"April 14, 2016",Chicago Cubs,Cincinnati Reds,8,1,Chicago Cubs,Wrigley Field
WAS201604130,"April 13, 2016",Washington Nationals,Atlanta Braves,3,0,Washington Nationals,Nationals Park
PIT201604140,"April 14, 2016",Pittsburgh Pirates,Detroit Tigers,4,7,Detroit Tigers,PNC Park
SLN201604140,"April 14, 2016",St. Louis Cardinals,Milwaukee Brewers,7,0,St. Louis Cardinals,Busch Stadium III
BOS201604150,"April 15, 2016",Boston Red Sox,Toronto Blue Jays,5,3,Boston Red Sox,Fenway Park
CHN201604150,"April 15, 2016",Chicago Cubs,Colorado Rockies,1,6,Colorado Rockies,Wrigley Field
HOU201604150,"April 15, 2016",Houston Astros,Detroit Tigers,1,0,Houston Astros,Minute Maid Park
TOR201604140,"April 14, 2016",Toronto Blue Jays,New York Yankees,4,2,Toronto Blue Jays,Rogers Centre
MIN201604150,"April 15, 2016",Minnesota Twins,Los Angeles Angels,5,4,Minnesota Twins,Target Field
WAS201604140,"April 14, 2016",Washington Nationals,Atlanta Braves,6,2,Washington Nationals,Nationals Park
HOU201604140,"April 14, 2016",Houston Astros,Kansas City Royals,2,6,Kansas City Royals,Minute Maid Park
PHI201604150,"April 15, 2016",Philadelphia Phillies,Washington Nationals,1,9,Washington Nationals,Citizens Bank Park
CLE201604150,"April 15, 2016",Cleveland Indians,New York Mets,5,6,New York Mets,Progressive Field
MIA201604150,"April 15, 2016",Miami Marlins,Atlanta Braves,3,6,Atlanta Braves,Marlins Park
SDN201604150,"April 15, 2016",San Diego Padres,Arizona Diamondbacks,2,3,Arizona Diamondbacks,Petco Park
TBA201604150,"April 15, 2016",Tampa Bay Rays,Chicago White Sox,0,1,Chicago White Sox,Tropicana Field
OAK201604150,"April 15, 2016",Oakland Athletics,Kansas City Royals,2,4,Kansas City Royals,Oakland-Alameda County Coliseum
SLN201604150,"April 15, 2016",St. Louis Cardinals,Cincinnati Reds,14,3,St. Louis Cardinals,Busch Stadium III
PIT201604150,"April 15, 2016",Pittsburgh Pirates,Milwaukee Brewers,4,8,Milwaukee Brewers,PNC Park
BOS201604160,"April 16, 2016",Boston Red Sox,Toronto Blue Jays,4,2,Boston Red Sox,Fenway Park
NYA201604150,"April 15, 2016",New York Yankees,Seattle Mariners,1,7,Seattle Mariners,Yankee Stadium III
TEX201604150,"April 15, 2016",Texas Rangers,Baltimore Orioles,5,11,Baltimore Orioles,Globe Life Park in Arlington
CHN201604160,"April 16, 2016",Chicago Cubs,Colorado Rockies,6,2,Chicago Cubs,Wrigley Field
LAN201604160,"April 16, 2016",Los Angeles Dodgers,San Francisco Giants,3,4,San Francisco Giants,Dodger Stadium
HOU201604160,"April 16, 2016",Houston Astros,Detroit Tigers,3,5,Detroit Tigers,Minute Maid Park
CLE201604160,"April 16, 2016",Cleveland Indians,New York Mets,7,5,Cleveland Indians,Progressive Field
MIN201604160,"April 16, 2016",Minnesota Twins,Los Angeles Angels,6,4,Minnesota Twins,Target Field
LAN201604150,"April 15, 2016",Los Angeles Dodgers,San Francisco Giants,7,3,Los Angeles Dodgers,Dodger Stadium
PIT201604160,"April 16, 2016",Pittsburgh Pirates,Milwaukee Brewers,5,0,Pittsburgh Pirates,PNC Park
NYA201604160,"April 16, 2016",New York Yankees,Seattle Mariners,2,3,Seattle Mariners,Yankee Stadium III
MIA201604160,"April 16, 2016",Miami Marlins,Atlanta Braves,4,6,Atlanta Braves,Marlins Park
PHI201604160,"April 16, 2016",Philadelphia Phillies,Washington Nationals,1,8,Washington Nationals,Citizens Bank Park
SDN201604160,"April 16, 2016",San Diego Padres,Arizona Diamondbacks,5,3,San Diego Padres,Petco Park
SLN201604160,"April 16, 2016",St. Louis Cardinals,Cincinnati Reds,8,9,Cincinnati Reds,Busch Stadium III
TEX201604160,"April 16, 2016",Texas Rangers,Baltimore Orioles,8,4,Texas Rangers,Globe Life Park in Arlington
LAN201604170,"April 17, 2016",Los Angeles Dodgers,San Francisco Giants,3,1,Los Angeles Dodgers,Dodger Stadium
OAK201604160,"April 16, 2016",Oakland Athletics,Kansas City Royals,5,3,Oakland Athletics,Oakland-Alameda County Coliseum
CHN201604170,"April 17, 2016",Chicago Cubs,Colorado Rockies,0,2,Colorado Rockies,Wrigley Field
TBA201604160,"April 16, 2016",Tampa Bay Rays,Chicago White Sox,7,2,Tampa Bay Rays,Tropicana Field
HOU201604170,"April 17, 2016",Houston Astros,Detroit Tigers,5,4,Houston Astros,Minute Maid Park
NYA201604170,"April 17, 2016",New York Yankees,Seattle Mariners,4,3,New York Yankees,Yankee Stadium III
PIT201604170,"April 17, 2016",Pittsburgh Pirates,Milwaukee Brewers,9,3,Pittsburgh Pirates,PNC Park
CLE201604170,"April 17, 2016",Cleveland Indians,New York Mets,0,6,New York Mets,Progressive Field
MIA201604170,"April 17, 2016",Miami Marlins,Atlanta Braves,5,6,Atlanta Braves,Marlins Park
BOS201604170,"April 17, 2016",Boston Red Sox,Toronto Blue Jays,3,5,Toronto Blue Jays,Fenway Park
OAK201604170,"April 17, 2016",Oakland Athletics,Kansas City Royals,3,2,Oakland Athletics,Oakland-Alameda County Coliseum
TBA201604170,"April 17, 2016",Tampa Bay Rays,Chicago White Sox,3,2,Tampa Bay Rays,Tropicana Field
SDN201604170,"April 17, 2016",San Diego Padres,Arizona Diamondbacks,3,7,Arizona Diamondbacks,Petco Park
SLN201604170,"April 17, 2016",St. Louis Cardinals,Cincinnati Reds,4,3,St. Louis Cardinals,Busch Stadium III
MIN201604180,"April 18, 2016",Minnesota Twins,Milwaukee Brewers,7,4,Minnesota Twins,Target Field
MIN201604170,"April 17, 2016",Minnesota Twins,Los Angeles Angels,3,2,Minnesota Twins,Target Field
BOS201604180,"April 18, 2016",Boston Red Sox,Toronto Blue Jays,3,4,Toronto Blue Jays,Fenway Park
ATL201604190,"April 19, 2016",Atlanta Braves,Los Angeles Dodgers,8,1,Atlanta Braves,Turner Field
MIA201604180,"April 18, 2016",Miami Marlins,Washington Nationals,6,1,Miami Marlins,Marlins Park
CIN201604180,"April 18, 2016",Cincinnati Reds,Colorado Rockies,1,5,Colorado Rockies,Great American Ball Park
PHI201604180,"April 18, 2016",Philadelphia Phillies,New York Mets,2,5,New York Mets,Citizens Bank Park
BOS201604190,"April 19, 2016",Boston Red Sox,Tampa Bay Rays,0,3,Tampa Bay Rays,Fenway Park
CHA201604180,"April 18, 2016",Chicago White Sox,Los Angeles Angels,0,7,Los Angeles Angels,U.S. Cellular Field
CHA201604190,"April 19, 2016",Chicago White Sox,Los Angeles Angels,5,0,Chicago White Sox,U.S. Cellular Field
SFN201604180,"April 18, 2016",San Francisco Giants,Arizona Diamondbacks,7,9,Arizona Diamondbacks,AT&T Park
SLN201604180,"April 18, 2016",St. Louis Cardinals,Chicago Cubs,0,5,Chicago Cubs,Busch Stadium III
BAL201604190,"April 19, 2016",Baltimore Orioles,Toronto Blue Jays,3,4,Toronto Blue Jays,Oriole Park at Camden Yards
CLE201604190,"April 19, 2016",Cleveland Indians,Seattle Mariners,3,2,Cleveland Indians,Progressive Field
MIA201604190,"April 19, 2016",Miami Marlins,Washington Nationals,0,7,Washington Nationals,Marlins Park
SDN201604190,"April 19, 2016",San Diego Padres,Pittsburgh Pirates,5,4,San Diego Padres,Petco Park
CIN201604190,"April 19, 2016",Cincinnati Reds,Colorado Rockies,4,3,Cincinnati Reds,Great American Ball Park
SFN201604190,"April 19, 2016",San Francisco Giants,Arizona Diamondbacks,0,3,Arizona Diamondbacks,AT&T Park
MIN201604190,"April 19, 2016",Minnesota Twins,Milwaukee Brewers,5,6,Milwaukee Brewers,Target Field
PHI201604170,"April 17, 2016",Philadelphia Phillies,Washington Nationals,3,2,Philadelphia Phillies,Citizens Bank Park
PHI201604190,"April 19, 2016",Philadelphia Phillies,New York Mets,1,11,New York Mets,Citizens Bank Park
NYA201604190,"April 19, 2016",New York Yankees,Oakland Athletics,2,3,Oakland Athletics,Yankee Stadium III
KCA201604190,"April 19, 2016",Kansas City Royals,Detroit Tigers,8,6,Kansas City Royals,Kauffman Stadium
CIN201604200,"April 20, 2016",Cincinnati Reds,Colorado Rockies,6,5,Cincinnati Reds,Great American Ball Park
SLN201604190,"April 19, 2016",St. Louis Cardinals,Chicago Cubs,1,2,Chicago Cubs,Busch Stadium III
TEX201604190,"April 19, 2016",Texas Rangers,Houston Astros,7,5,Texas Rangers,Globe Life Park in Arlington
BAL201604200,"April 20, 2016",Baltimore Orioles,Toronto Blue Jays,4,3,Baltimore Orioles,Oriole Park at Camden Yards
KCA201604200,"April 20, 2016",Kansas City Royals,Detroit Tigers,2,3,Detroit Tigers,Kauffman Stadium
MIL201604200,"April 20, 2016",Milwaukee Brewers,Minnesota Twins,10,5,Milwaukee Brewers,Miller Park
CLE201604200,"April 20, 2016",Cleveland Indians,Seattle Mariners,1,2,Seattle Mariners,Progressive Field
BOS201604200,"April 20, 2016",Boston Red Sox,Tampa Bay Rays,7,3,Boston Red Sox,Fenway Park
CHA201604200,"April 20, 2016",Chicago White Sox,Los Angeles Angels,2,1,Chicago White Sox,U.S. Cellular Field
ATL201604200,"April 20, 2016",Atlanta Braves,Los Angeles Dodgers,3,5,Los Angeles Dodgers,Turner Field
SDN201604200,"April 20, 2016",San Diego Padres,Pittsburgh Pirates,8,2,San Diego Padres,Petco Park
PHI201604200,"April 20, 2016",Philadelphia Phillies,New York Mets,5,4,Philadelphia Phillies,Citizens Bank Park
SFN201604200,"April 20, 2016",San Francisco Giants,Arizona Diamondbacks,1,2,Arizona Diamondbacks,AT&T Park
MIA201604200,"April 20, 2016",Miami Marlins,Washington Nationals,1,3,Washington Nationals,Marlins Park
BAL201604210,"April 21, 2016",Baltimore Orioles,Toronto Blue Jays,3,2,Baltimore Orioles,Oriole Park at Camden Yards
ATL201604210,"April 21, 2016",Atlanta Braves,Los Angeles Dodgers,1,2,Los Angeles Dodgers,Turner Field
NYA201604200,"April 20, 2016",New York Yankees,Oakland Athletics,2,5,Oakland Athletics,Yankee Stadium III
CLE201604210,"April 21, 2016",Cleveland Indians,Seattle Mariners,7,10,Seattle Mariners,Progressive Field
CIN201604210,"April 21, 2016",Cincinnati Reds,Chicago Cubs,0,16,Chicago Cubs,Great American Ball Park
BOS201604210,"April 21, 2016",Boston Red Sox,Tampa Bay Rays,8,12,Tampa Bay Rays,Fenway Park
SLN201604200,"April 20, 2016",St. Louis Cardinals,Chicago Cubs,5,3,St. Louis Cardinals,Busch Stadium III
TEX201604200,"April 20, 2016",Texas Rangers,Houston Astros,2,1,Texas Rangers,Globe Life Park in Arlington
CHA201604210,"April 21, 2016",Chicago White Sox,Los Angeles Angels,2,3,Los Angeles Angels,U.S. Cellular Field
KCA201604210,"April 21, 2016",Kansas City Royals,Detroit Tigers,4,0,Kansas City Royals,Kauffman Stadium
TEX201604210,"April 21, 2016",Texas Rangers,Houston Astros,7,4,Texas Rangers,Globe Life Park in Arlington
MIA201604210,"April 21, 2016",Miami Marlins,Washington Nationals,5,1,Miami Marlins,Marlins Park
NYA201604210,"April 21, 2016",New York Yankees,Oakland Athletics,3,7,Oakland Athletics,Yankee Stadium III
MIL201604210,"April 21, 2016",Milwaukee Brewers,Minnesota Twins,1,8,Minnesota Twins,Miller Park
SFN201604210,"April 21, 2016",San Francisco Giants,Arizona Diamondbacks,2,6,Arizona Diamondbacks,AT&T Park
ATL201604220,"April 22, 2016",Atlanta Braves,New York Mets,3,6,New York Mets,Turner Field
SDN201604210,"April 21, 2016",San Diego Padres,Pittsburgh Pirates,1,11,Pittsburgh Pirates,Petco Park
ANA201604220,"April 22, 2016",Los Angeles Angels,Seattle Mariners,2,5,Seattle Mariners,Angel Stadium of Anaheim
CHA201604220,"April 22, 2016",Chicago White Sox,Texas Rangers,5,0,Chicago White Sox,U.S. Cellular Field
ARI201604220,"April 22, 2016",Arizona Diamondbacks,Pittsburgh Pirates,7,8,Pittsburgh Pirates,Chase Field
COL201604220,"April 22, 2016",Colorado Rockies,Los Angeles Dodgers,7,5,Colorado Rockies,Coors Field
CIN201604220,"April 22, 2016",Cincinnati Reds,Chicago Cubs,1,8,Chicago Cubs,Great American Ball Park
KCA201604220,"April 22, 2016",Kansas City Royals,Baltimore Orioles,4,2,Kansas City Royals,Kauffman Stadium
HOU201604220,"April 22, 2016",Houston Astros,Boston Red Sox,2,6,Boston Red Sox,Minute Maid Park
MIL201604220,"April 22, 2016",Milwaukee Brewers,Philadelphia Phillies,2,5,Philadelphia Phillies,Miller Park
SDN201604220,"April 22, 2016",San Diego Padres,St. Louis Cardinals,4,1,San Diego Padres,Petco Park
NYA201604220,"April 22, 2016",New York Yankees,Tampa Bay Rays,6,3,New York Yankees,Yankee Stadium III
SFN201604220,"April 22, 2016",San Francisco Giants,Miami Marlins,8,1,San Francisco Giants,AT&T Park
TOR201604220,"April 22, 2016",Toronto Blue Jays,Oakland Athletics,5,8,Oakland Athletics,Rogers Centre
DET201604220,"April 22, 2016",Detroit Tigers,Cleveland Indians,1,2,Cleveland Indians,Comerica Park
